date,date_precision,kind,title,actor,notes,source,confidence
1949-03-11,day,constitutional_reform,Reforma constitucional de 1949 (peronista),Convención Constituyente,"Incorpora derechos sociales, reelección presidencial indefinida y nacionalización de recursos; derogada de facto en 1956.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1951-09-28,day,coup,Levantamiento militar de Benjamín Menéndez (fallido),Gral. Benjamín Menéndez,"FALLIDO. Intento de golpe contra Perón, sofocado en pocas horas.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1951-11-11,day,election_presidential,Elección presidencial de 1951,Perón - Quijano (Peronista),Padron: 8.633.998. Votos totales: 7.593.938. Participacion: 87.95%. Top 3 (sobre votos validos): Perón - Quijano (Peronista) 63.4% (votos validos); Balbín - Frondizi (Unión Cívica Radical) 32.28% (votos validos); Pastor - Solano Lima (Demócrata ) 2.33% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
1952-06-04,day,presidency_end,Cesa Juan Domingo Perón (1er mandato),Presidente (Partido Peronista),Modo de salida: term_end. Elegido en feb. 1946; primer gobierno peronista.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1952-06-04,day,presidency_start,Asume Juan Domingo Perón (2do mandato),Presidente (Partido Peronista),Modo de acceso: election_presidential. Reelecto en nov. 1951 (primeras elecciones con voto femenino); depuesto por la 'Revolución Libertadora'.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1955-09-16,day,coup,Revolución Libertadora,Eduardo Lonardi / Pedro E. Aramburu,Golpe cívico-militar que derroca a Perón; inicia la proscripción del peronismo.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1955-09-21,day,presidency_end,Cesa Juan Domingo Perón (2do mandato),Presidente (Partido Peronista),Modo de salida: coup. Reelecto en nov. 1951 (primeras elecciones con voto femenino); depuesto por la 'Revolución Libertadora'.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1955-09-23,day,presidency_start,Asume Eduardo Lonardi,Presidente de facto,Modo de acceso: coup. Desplazado internamente por el sector 'gorila' duro de las FF.AA.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1955-11-13,day,presidency_end,Cesa Eduardo Lonardi,Presidente de facto,Modo de salida: coup. Desplazado internamente por el sector 'gorila' duro de las FF.AA.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1955-11-13,day,presidency_start,Asume Pedro Eugenio Aramburu,Presidente de facto,Modo de acceso: coup. Proscribe al peronismo; convoca las elecciones de 1958.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1957-08-30,day,constitutional_reform,Reforma constitucional de 1957 (parcial),Convención Constituyente (bajo gobierno de facto),Convocada por Aramburu tras anular la reforma de 1949; incorpora el art. 14 bis.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1958-01-01,year,imf_agreement,Primer acuerdo Stand-By con el FMI,Gobierno de Arturo Frondizi,Argentina ingresa como miembro pleno del FMI en 1956 y firma su primer stand-by en 1958.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1958-02-23,day,election_presidential,Elección presidencial de 1958,Frondizi - Gómez (Union Civica Radical Intransigente),Padron: 10.002.327. Votos totales: 9.297.366. Participacion: 92.95%. Top 3 (sobre votos validos): Frondizi - Gómez (Union Civica Radical Intransigente) 47.81% (votos validos); Balbín - Del Castillo (Unión Cívica Radical Del Pueblo) 30.75% (votos validos); Palacios - Sánchez Viamonte (Socialista) 6.15% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
1958-05-01,day,presidency_end,Cesa Pedro Eugenio Aramburu,Presidente de facto,Modo de salida: election_presidential. Proscribe al peronismo; convoca las elecciones de 1958.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1958-05-01,day,presidency_start,Asume Arturo Frondizi,Presidente (UCRI),Modo de acceso: election_presidential. Depuesto por las Fuerzas Armadas tras permitir el triunfo peronista en elecciones provinciales de 1962.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1962-03-29,day,presidency_end,Cesa Arturo Frondizi,Presidente (UCRI),Modo de salida: coup. Depuesto por las Fuerzas Armadas tras permitir el triunfo peronista en elecciones provinciales de 1962.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1962-03-29,day,presidency_start,Asume José María Guido,"Presidente (Senado, bajo tutela militar)",Modo de acceso: succession. Presidente del Senado que asume por acefalía bajo fuerte presión militar; el peronismo sigue proscripto.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1962-03-29,day,coup,Golpe de Estado del 29 de marzo de 1962,Fuerzas Armadas,Derroca a Arturo Frondizi tras la victoria peronista en elecciones provinciales de 1962.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1962-04-01,month,coup,Sublevaciones 'azules y colorados' (1962-63),Facciones del Ejército,FALLIDO. Enfrentamientos internos de las FF.AA. durante el gobierno de facto de Guido; no derrocan al gobierno.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1963-07-07,day,election_presidential,Elección presidencial de 1963,Illia-Perette (Unión Cívica Radical Del Pueblo),Padron: 11.356.240. Votos totales: 9.690.816. Participacion: 85.33%. Top 3 (sobre votos validos): Illia-Perette (Unión Cívica Radical Del Pueblo) 31.98% (votos validos); Alende-Gelsi (Unión Cívica Radical Intransigente) 20.87% (votos validos); Aramburu-Etchevehere (Unión Del Pueblo Argentino) 9.55% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
1963-10-12,day,presidency_end,Cesa José María Guido,"Presidente (Senado, bajo tutela militar)",Modo de salida: election_presidential. Presidente del Senado que asume por acefalía bajo fuerte presión militar; el peronismo sigue proscripto.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1963-10-12,day,presidency_start,Asume Arturo Illia,Presidente (UCRP),Modo de acceso: election_presidential. Depuesto por el golpe de la 'Revolución Argentina' del 28 de junio de 1966.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1966-06-28,day,presidency_end,Cesa Arturo Illia,Presidente (UCRP),Modo de salida: coup. Depuesto por el golpe de la 'Revolución Argentina' del 28 de junio de 1966.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1966-06-28,day,coup,Revolución Argentina,Juan Carlos Onganía,Derroca a Arturo Illia; instaura una dictadura sin plazo electoral definido.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1966-06-29,day,presidency_start,Asume Juan Carlos Onganía,Presidente de facto,Modo de acceso: coup. Depuesto internamente por la Junta de Comandantes tras el Cordobazo (1969) y crisis política.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1967-01-01,year,imf_agreement,Acuerdo Stand-By con el FMI,Gobierno de Juan Carlos Onganía,Programa de estabilización tras la devaluación de 1967 (plan Krieger Vasena).,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1970-06-08,day,presidency_end,Cesa Juan Carlos Onganía,Presidente de facto,Modo de salida: coup. Depuesto internamente por la Junta de Comandantes tras el Cordobazo (1969) y crisis política.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1970-06-18,day,presidency_start,Asume Roberto Marcelo Levingston,Presidente de facto,Modo de acceso: coup. Depuesto internamente por la Junta de Comandantes.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1971-03-23,day,presidency_end,Cesa Roberto Marcelo Levingston,Presidente de facto,Modo de salida: coup. Depuesto internamente por la Junta de Comandantes.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1971-03-26,day,presidency_start,Asume Alejandro Agustín Lanusse,Presidente de facto,Modo de acceso: coup. Convoca al 'Gran Acuerdo Nacional' y a las elecciones de 1973.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1973-03-11,day,election_presidential,Elección presidencial de marzo de 1973,Héctor Cámpora (FREJULI),"Primera elección tras 18 años de proscripción parcial del peronismo (Perón no pudo ser candidato). Top 3 (aprox., fuente secundaria): Héctor Cámpora (FREJULI) 49.6%; Ricardo Balbín (UCR) 21.3%; Francisco Manrique (Alianza Popular Federalista) 14.9%. Participacion aprox.: 85.3%.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1973-05-25,day,presidency_end,Cesa Alejandro Agustín Lanusse,Presidente de facto,Modo de salida: election_presidential. Convoca al 'Gran Acuerdo Nacional' y a las elecciones de 1973.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1973-05-25,day,presidency_start,Asume Héctor José Cámpora,Presidente (FREJULI),"Modo de acceso: election_presidential. Renuncia para posibilitar nuevas elecciones con la candidatura de Perón ('Cámpora al gobierno, Perón al poder').","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1973-07-13,day,presidency_end,Cesa Héctor José Cámpora,Presidente (FREJULI),"Modo de salida: resignation. Renuncia para posibilitar nuevas elecciones con la candidatura de Perón ('Cámpora al gobierno, Perón al poder').","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1973-07-13,day,presidency_start,Asume Raúl Alberto Lastiri,"Presidente (interino, Cámara de Diputados)",Modo de acceso: succession. Preside el interinato hasta la asunción de Perón.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1973-09-23,day,election_presidential,Elección presidencial de septiembre de 1973,Juan D. Perón / Isabel Perón (FREJULI),"Perón vuelve a la presidencia con fórmula integrada por su esposa como vicepresidenta. Top 3 (aprox., fuente secundaria): Perón - Perón (FREJULI) 61.9%; Balbín - de la Rúa (UCR) 24.4%; Manrique - Martínez Raymonda 3.6%. Participacion aprox.: 85.0%.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1973-10-12,day,presidency_end,Cesa Raúl Alberto Lastiri,"Presidente (interino, Cámara de Diputados)",Modo de salida: election_presidential. Preside el interinato hasta la asunción de Perón.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1973-10-12,day,presidency_start,Asume Juan Domingo Perón (3er mandato),Presidente (Partido Justicialista/FREJULI),Modo de acceso: election_presidential. Muere en el cargo el 1-jul-1974.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1974-07-01,day,presidency_end,Cesa Juan Domingo Perón (3er mandato),Presidente (Partido Justicialista/FREJULI),Modo de salida: death. Muere en el cargo el 1-jul-1974.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1974-07-01,day,presidency_start,Asume María Estela 'Isabel' Martínez de Perón,Presidenta (ex vicepresidenta),Modo de acceso: succession. Depuesta por el golpe del 24 de marzo de 1976 ('Proceso de Reorganización Nacional').,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1976-01-01,year,imf_agreement,Acuerdo Stand-By con el FMI,Gobierno de facto (Videla / Martínez de Hoz),Acompaña el programa de apertura financiera y la 'tablita cambiaria'.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1976-03-24,day,presidency_end,Cesa María Estela 'Isabel' Martínez de Perón,Presidenta (ex vicepresidenta),Modo de salida: coup. Depuesta por el golpe del 24 de marzo de 1976 ('Proceso de Reorganización Nacional').,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1976-03-24,day,coup,Golpe de Estado del 24 de marzo de 1976 (Proceso de Reorganización Nacional),"Junta Militar (Videla, Massera, Agosti)",Derroca a Isabel Perón; inicia el terrorismo de Estado y la desaparición forzada de personas.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1976-03-29,day,presidency_start,Asume Jorge Rafael Videla,Presidente de facto (Junta Militar),Modo de acceso: coup. Primer presidente de la dictadura 1976-1983.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1981-03-29,day,presidency_end,Cesa Jorge Rafael Videla,Presidente de facto (Junta Militar),Modo de salida: succession. Primer presidente de la dictadura 1976-1983.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1981-03-29,day,presidency_start,Asume Roberto Eduardo Viola,Presidente de facto (Junta Militar),Modo de acceso: succession. Removido internamente por la Junta Militar por diferencias económicas y de salud.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1981-12-11,day,presidency_end,Cesa Roberto Eduardo Viola,Presidente de facto (Junta Militar),Modo de salida: coup. Removido internamente por la Junta Militar por diferencias económicas y de salud.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1981-12-22,day,presidency_start,Asume Leopoldo Fortunato Galtieri,Presidente de facto (Junta Militar),Modo de acceso: coup. Ordena la ocupación de las Malvinas (2-abr-1982); renuncia tras la derrota (14-jun-1982).,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1982-01-01,year,default,Reestructuración de la deuda externa (crisis de la deuda latinoamericana),Gobierno de facto (Bignone),Argentina entra en la crisis regional de deuda tras la moratoria mexicana de 1982; renegociaciones sucesivas durante los 80.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1982-04-02,day,war,Guerra de Malvinas (inicio),Gobierno de facto (Galtieri),Desembarco argentino en las Islas Malvinas; guerra con el Reino Unido hasta el 14-jun-1982.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1982-06-14,day,war,Guerra de Malvinas (rendición argentina),Gobierno de facto (Galtieri/Menéndez),Rendición de las fuerzas argentinas en Puerto Argentino/Stanley; acelera la caída de la dictadura.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1982-06-18,day,presidency_end,Cesa Leopoldo Fortunato Galtieri,Presidente de facto (Junta Militar),Modo de salida: resignation. Ordena la ocupación de las Malvinas (2-abr-1982); renuncia tras la derrota (14-jun-1982).,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1982-07-01,day,presidency_start,Asume Reynaldo Bignone,Presidente de facto,Modo de acceso: succession. Gestiona la transición y convoca las elecciones de octubre de 1983.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1983-10-30,day,election_presidential,Elección presidencial de 1983,Alfonsin - Martinez (Union Civica Radical),Padron: 17.929.951. Votos totales: 15.327.169. Participacion: 85.48%. Top 3 (sobre votos validos): Alfonsin - Martinez (Union Civica Radical) 51.83% (votos validos); Luder - Bittel (Justicialista) 40.23% (votos validos); Alende - Viale (Intransigente) 2.33% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
1983-12-10,day,presidency_end,Cesa Reynaldo Bignone,Presidente de facto,Modo de salida: election_presidential. Gestiona la transición y convoca las elecciones de octubre de 1983.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1983-12-10,day,presidency_start,Asume Raúl Ricardo Alfonsín,Presidente (UCR),Modo de acceso: election_presidential. Entrega el poder anticipadamente (5 meses antes) en medio de la hiperinflación de 1989.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1984-01-01,year,imf_agreement,Acuerdo Stand-By con el FMI,Gobierno de Raúl Alfonsín,Renegociación de la deuda heredada de la dictadura en medio de alta inflación.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1987-04-16,day,coup,Levantamiento carapintada de Semana Santa (fallido),Aldo Rico,"FALLIDO. Primer alzamiento 'carapintada' contra Alfonsín, en Campo de Mayo; termina sin derrocar al gobierno.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1988-01-14,day,coup,Levantamiento carapintada de Monte Caseros (fallido),Aldo Rico,FALLIDO. Segundo alzamiento carapintada contra Alfonsín.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1988-12-01,day,coup,Levantamiento carapintada de Villa Martelli (fallido),Mohamed Alí Seineldín,FALLIDO. Tercer alzamiento carapintada contra Alfonsín.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1989-01-01,year,imf_agreement,Acuerdo Stand-By / Facilidad Ampliada con el FMI,Gobierno de Carlos Menem,Programa de estabilización tras la hiperinflación de 1989.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1989-05-01,month,hyperinflation,Hiperinflación de 1989,Gobierno de Raúl Alfonsín,Pico inflacionario (>200% mensual en jul-1989) que provoca saqueos y la entrega anticipada del mando.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1989-05-14,day,election_presidential,Elección presidencial de 1989,Menem - Duhalde (Frente Justicialista De Unidad Popular),Padron: 20.034.252. Votos totales: 17.003.164. Participacion: 84.87%. Top 3 (sobre votos validos): Menem - Duhalde (Frente Justicialista De Unidad Popular) 48.65% (votos validos); Angeloz - Casella (Union Civica Radical) 33.24% (votos validos); Alsogaray - Natale (Alianza De Centro) 7.04% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
1989-05-25,day,crisis_banking,Saqueos de mayo/junio de 1989,—,"Saqueos a supermercados en el contexto de la hiperinflación, principalmente en el Gran Buenos Aires y Rosario.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1989-07-08,day,presidency_end,Cesa Raúl Ricardo Alfonsín,Presidente (UCR),Modo de salida: resignation. Entrega el poder anticipadamente (5 meses antes) en medio de la hiperinflación de 1989.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1989-07-08,day,presidency_start,Asume Carlos Saúl Menem (1er mandato),Presidente (PJ),Modo de acceso: election_presidential. Asume anticipadamente; Plan de Convertibilidad desde 1991.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1990-01-01,month,hyperinflation,Segunda ola hiperinflacionaria de 1990,Gobierno de Carlos Menem,Nuevo pico inflacionario en los primeros meses de 1990 pese al Plan Bonex (conversión compulsiva de depósitos).,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1990-12-03,day,coup,Levantamiento carapintada de diciembre de 1990 (fallido),Mohamed Alí Seineldín,"FALLIDO. Último alzamiento carapintada, ya bajo la presidencia de Menem; sofocado con víctimas fatales.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1991-01-01,year,imf_agreement,Acuerdo con el FMI (Facilidad Ampliada),Gobierno de Carlos Menem,Acompaña el lanzamiento del Plan de Convertibilidad.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
1991-04-01,day,currency_regime_change,Inicio del Plan de Convertibilidad,"Domingo Cavallo (Min. Economía, gob. Menem)",Ley 23.928: fija el peso a 1 = 1 dólar por ley y respaldo total de la base monetaria con reservas.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1994-08-22,day,constitutional_reform,Reforma constitucional de 1994,Convención Constituyente (Pacto de Olivos),"Habilita la reelección presidencial inmediata, acorta el mandato a 4 años, crea la Jefatura de Gabinete y otorga autonomía a CABA.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1995-05-14,day,election_presidential,Elección presidencial de 1995,Menem - Ruckauf,Padron: 22.178.154. Votos totales: 18.173.390. Participacion: 81.94%. Top 3 (sobre votos validos): Menem - Ruckauf 49.94% (votos validos); Bordon - Alvarez 29.3% (votos validos); Massaccessi - Hernández 16.99% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
1995-07-08,day,presidency_end,Cesa Carlos Saúl Menem (1er mandato),Presidente (PJ),Modo de salida: term_end. Asume anticipadamente; Plan de Convertibilidad desde 1991.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1995-07-08,day,presidency_start,Asume Carlos Saúl Menem (2do mandato),Presidente (PJ),Modo de acceso: election_presidential. Reelecto tras la reforma constitucional de 1994 que habilitó la reelección.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1999-10-24,day,election_presidential,Elección presidencial de 1999,De La Rua - Alvarez,Padron: 24.121.277. Votos totales: 19.848.705. Participacion: 82.29%. Top 3 (sobre votos validos): De La Rua - Alvarez 48.37% (votos validos); Duhalde - Ortega 38.27% (votos validos); Cavallo - Caro Figueroa 10.22% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
1999-12-10,day,presidency_end,Cesa Carlos Saúl Menem (2do mandato),Presidente (PJ),Modo de salida: term_end. Reelecto tras la reforma constitucional de 1994 que habilitó la reelección.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
1999-12-10,day,presidency_start,Asume Fernando de la Rúa,Presidente (Alianza UCR-FREPASO),Modo de acceso: election_presidential. Renuncia en medio de la crisis del corralito y los saqueos de dic. 2001.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2000-03-10,day,imf_agreement,Acuerdo Stand-By con el FMI (blindaje 2000-2001),Gobierno de Fernando de la Rúa,Antecede al 'megacanje' 2001 y al colapso de la convertibilidad.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
2001-12-01,day,crisis_banking,Corralito bancario,Ministro Domingo Cavallo (gob. De la Rúa),Restricción a la extracción de depósitos bancarios; detona los saqueos y protestas de diciembre de 2001.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2001-12-20,day,presidency_end,Cesa Fernando de la Rúa,Presidente (Alianza UCR-FREPASO),Modo de salida: resignation. Renuncia en medio de la crisis del corralito y los saqueos de dic. 2001.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2001-12-21,day,presidency_start,Asume Ramón Puerta,Presidente provisional (Senado),"Modo de acceso: succession. Presidente provisional del Senado, asume por acefalía.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2001-12-23,day,presidency_end,Cesa Ramón Puerta,Presidente provisional (Senado),"Modo de salida: succession. Presidente provisional del Senado, asume por acefalía.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2001-12-23,day,presidency_start,Asume Adolfo Rodríguez Saá,"Presidente (interino, Asamblea Legislativa)",Modo de acceso: congress. Declara el default de la deuda pública (23-dic-2001) y renuncia días después.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2001-12-23,day,default,Default de la deuda soberana (declarado por Rodríguez Saá),Adolfo Rodríguez Saá,"Mayor default soberano de la historia hasta ese momento (~USD 100.000 M), anunciado ante la Asamblea Legislativa.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2001-12-30,day,presidency_end,Cesa Adolfo Rodríguez Saá,"Presidente (interino, Asamblea Legislativa)",Modo de salida: resignation. Declara el default de la deuda pública (23-dic-2001) y renuncia días después.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2001-12-30,day,presidency_start,Asume Eduardo Camaño,Presidente provisional (Diputados),"Modo de acceso: succession. Presidente provisional de la Cámara de Diputados, interinato breve.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2002-01-02,day,presidency_end,Cesa Eduardo Camaño,Presidente provisional (Diputados),"Modo de salida: succession. Presidente provisional de la Cámara de Diputados, interinato breve.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2002-01-02,day,presidency_start,Asume Eduardo Alberto Duhalde,"Presidente (interino, Asamblea Legislativa)",Modo de acceso: congress. Designado por la Asamblea Legislativa; termina la convertibilidad (ene. 2002) y llama a elecciones anticipadas.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2002-01-06,day,currency_regime_change,Fin de la Convertibilidad,Gobierno de Eduardo Duhalde,Ley de Emergencia Pública 25.561: deroga la convertibilidad y devalúa el peso ('pesificación asimétrica').,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2003-01-24,day,imf_agreement,Acuerdo Stand-By con el FMI (post-default),Gobierno de Eduardo Duhalde / Néstor Kirchner,Renegociación tras el default de 2001; Argentina cancela toda la deuda con el FMI en 2006.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
2003-04-27,day,election_presidential,Elección presidencial de 2003,Menem - Romero (Alianza Frente Por La Lealtad-Ucede),Padron: 25.480.440. Votos totales: 19.930.111. Participacion: 78.22%. Top 3 (sobre votos validos): Menem - Romero (Alianza Frente Por La Lealtad-Ucede) 24.45% (votos validos); Kirchner - Scioli (Alianza Frente Para La Victoria) 22.24% (votos validos); López Murphy - Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento) 16.37% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
2003-05-25,day,presidency_end,Cesa Eduardo Alberto Duhalde,"Presidente (interino, Asamblea Legislativa)",Modo de salida: term_end. Designado por la Asamblea Legislativa; termina la convertibilidad (ene. 2002) y llama a elecciones anticipadas.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
